Inst_Name,Course_name,Alloted_Cat,Quota,Institute Type,First Rank,Last Rank,City
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",SEBC,GUJCET-Based,Self-Finance,4550,8076,AHMEDABAD
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","COMPUTER SCIENCE & ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",SC,GUJCET-Based,Self-Finance,4738,11685,AHMEDABAD
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",ESM,GUJCET-Based,Self-Finance,17429,18120,AHMEDABAD
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","COMPUTER SCIENCE & ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",ST,GUJCET-Based,Self-Finance,19350,31333,AHMEDABAD
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING) - TFWS",TFWs,GUJCET-Based,Self-Finance,812,1816,AHMEDABAD
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,1272,5037,AHMEDABAD
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,EWS,GUJCET-Based,Self-Finance,5059,5342,AHMEDABAD
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","INFORMATION & COMMUNICATION
TECHNOLOGY",SEBC,GUJCET-Based,Self-Finance,6952,10529,AHMEDABAD
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","INFORMATION & COMMUNICATION
TECHNOLOGY",SC,GUJCET-Based,Self-Finance,8015,16025,AHMEDABAD
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD","INFORMATION & COMMUNICATION
TECHNOLOGY",ESM,GUJCET-Based,Self-Finance,12061,12061,AHMEDABAD
"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,451,2568,AHMEDABAD
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",BIOTECHNOLOGY,GEN,GUJCET-Based,Self-Finance,748,33413,AHMEDABAD
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",BIOTECHNOLOGY,SEBC,GUJCET-Based,Self-Finance,33414,35378,AHMEDABAD
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",BIOTECHNOLOGY,EWS,GUJCET-Based,Self-Finance,33565,37373,AHMEDABAD
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",BIOTECHNOLOGY,SC,GUJCET-Based,Self-Finance,36334,36334,AHMEDABAD
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",BIOTECHNOLOGY,GEN-PH,GUJCET-Based,Self-Finance,38371,38371,AHMEDABAD
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",CHEMICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,10052,38118,AHMEDABAD
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,14502,37173,AHMEDABAD
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,5758,38894,AHMEDABAD
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,5052,38921,AHMEDABAD
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,26043,35063,AHMEDABAD
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,8644,38447,AHMEDABAD
"ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,16814,34447,AHMEDABAD
ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,6071,13129,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",GEN,GUJCET-Based,Self-Finance,4669,8555,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",EWS,GUJCET-Based,Self-Finance,8679,9190,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,SEBC,GUJCET-Based,Self-Finance,11813,19073,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",SC,GUJCET-Based,Self-Finance,24676,24676,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING - TFW",TFWs,GUJCET-Based,Self-Finance,1805,2651,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",AUTOMOBILE ENGINEERING,GEN,GUJCET-Based,Self-Finance,20495,37849,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,14627,27852,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",CIVIL ENGINEERING,EWS,GUJCET-Based,Self-Finance,29586,30267,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",CIVIL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,37358,38283,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,907,9717,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,9728,10346,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,9752,20954,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",COMPUTER ENGINEERING,SC,GUJCET-Based,Self-Finance,11811,23148,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",COMPUTER ENGINEERING,ESM,GUJCET-Based,Self-Finance,22204,22204,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",COMPUTER ENGINEERING,ST,GUJCET-Based,Self-Finance,37201,37201,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE & ENGINEERING
(CYBER SECURITY)",GEN,GUJCET-Based,Self-Finance,4696,10238,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE & ENGINEERING
(CYBER SECURITY)",EWS,GUJCET-Based,Self-Finance,10408,11022,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE & ENGINEERING
(CYBER SECURITY)",SEBC,GUJCET-Based,Self-Finance,16962,19300,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE & ENGINEERING
(CYBER SECURITY)",SC,GUJCET-Based,Self-Finance,31697,32956,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE & ENGINEERING
(DATA SCIENCE)",GEN,GUJCET-Based,Self-Finance,2804,7789,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE & ENGINEERING
(DATA SCIENCE)",EWS,GUJCET-Based,Self-Finance,8048,9329,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE & ENGINEERING
(DATA SCIENCE)",SC,GUJCET-Based,Self-Finance,10689,10689,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","COMPUTER SCIENCE & ENGINEERING
(DATA SCIENCE)",SEBC,GUJCET-Based,Self-Finance,12555,21097,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,13698,26786,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",ELECTRICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,30888,31087,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",ELECTRICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,33442,38767,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,GUJCET-Based,Self-Finance,7373,14683,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ELECTRONICS & COMMUNICATION
ENGINEERING",EWS,GUJCET-Based,Self-Finance,15928,17152,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ELECTRONICS & COMMUNICATION
ENGINEERING",SEBC,GUJCET-Based,Self-Finance,16090,26955,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","ELECTRONICS & COMMUNICATION
ENGINEERING",SC,GUJCET-Based,Self-Finance,31118,31118,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,4033,12397,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",INFORMATION TECHNOLOGY,EWS,GUJCET-Based,Self-Finance,12430,12949,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",INFORMATION TECHNOLOGY,SEBC,GUJCET-Based,Self-Finance,13048,26475,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",INFORMATION TECHNOLOGY,SC,GUJCET-Based,Self-Finance,18936,29971,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",INFORMATION TECHNOLOGY,ESM,GUJCET-Based,Self-Finance,23011,23011,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",INFORMATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Self-Finance,3729,5977,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,7822,22468,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",MECHANICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,24213,28530,AHMEDABAD
"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",MECHANICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,32725,38943,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD","CHEMICAL AND ENVIRONMENTAL
ENGINEERING",GEN,GUJCET-Based,Self-Finance,5631,7844,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD","CHEMICAL AND ENVIRONMENTAL
ENGINEERING",EWS,GUJCET-Based,Self-Finance,16011,16011,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD","CHEMICAL AND ENVIRONMENTAL
ENGINEERING",SC,GUJCET-Based,Self-Finance,17946,17946,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD","CHEMICAL AND ENVIRONMENTAL
ENGINEERING",SEBC,GUJCET-Based,Self-Finance,25103,25103,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,666,1876,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,EWS,GUJCET-Based,Self-Finance,2001,2274,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,SEBC,GUJCET-Based,Self-Finance,2771,4980,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,SC,GUJCET-Based,Self-Finance,4748,8536,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,ESM,GUJCET-Based,Self-Finance,5807,5807,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,ST,GUJCET-Based,Self-Finance,36296,37362,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD","COMPUTER SCIENCE & ENGINEERING -
TFWS",TFWs,GUJCET-Based,Self-Finance,509,952,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD","ELECTRICAL AND ELECTRONICS
ENGINEERING",GEN,GUJCET-Based,Self-Finance,2469,3357,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD","ELECTRICAL AND ELECTRONICS
ENGINEERING",SEBC,GUJCET-Based,Self-Finance,5246,7679,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD","ELECTRICAL AND ELECTRONICS
ENGINEERING - TFWS",TFWs,GUJCET-Based,Self-Finance,2818,2818,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,3325,6732,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD",MECHANICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,11660,11814,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD",MECHANICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,13133,13133,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD",MECHANICAL ENGINEERING,SC,GUJCET-Based,Self-Finance,28003,28003,AHMEDABAD
"AHMEDABAD UNIVERSITY, AHMEDABAD",MECHANICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,3157,3157,AHMEDABAD
"ANANT SCHOOL FOR CLIMATE ACTION, AHMEDABAD",CLIMATE CHANGE,GEN,GUJCET-Based,Self-Finance,13889,32442,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,"ARTIFICIAL INTELLIGENCE AND DATA
SCIENCE",GEN,GUJCET-Based,Self-Finance,8882,19231,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,"ARTIFICIAL INTELLIGENCE AND DATA
SCIENCE",EWS,GUJCET-Based,Self-Finance,19319,20296,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,"ARTIFICIAL INTELLIGENCE AND DATA
SCIENCE",SEBC,GUJCET-Based,Self-Finance,23339,37951,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,"ARTIFICIAL INTELLIGENCE AND DATA
SCIENCE",SC,GUJCET-Based,Self-Finance,23806,29195,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,"ARTIFICIAL INTELLIGENCE AND DATA
SCIENCE",ST,GUJCET-Based,Self-Finance,31979,31979,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,5513,28511,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,COMPUTER ENGINEERING,EWS,GUJCET-Based,Self-Finance,28827,31408,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,COMPUTER ENGINEERING,SC,GUJCET-Based,Self-Finance,29446,37870,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,COMPUTER ENGINEERING,SEBC,GUJCET-Based,Self-Finance,30280,38082,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,COMPUTER ENGINEERING,ESM,GUJCET-Based,Self-Finance,32150,32150,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,COMPUTER ENGINEERING,ST,GUJCET-Based,Self-Finance,38548,38548,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,12099,38827,AHMEDABAD
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,22519,37578,AHMEDABAD
