Course_name,Inst_Name,Alloted_Cat,Quota,Institute Type,First Rank,Last Rank,City
ELECTRICAL ENGINEERING,"INSTITUTE OF INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND MANAGEMENT(IITRAM),AHMEDABAD",EWS,GUJCET Based,Autonomous,35296,35296,AHMEDABAD
ELECTRICAL ENGINEERING,"INSTITUTE OF INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND MANAGEMENT(IITRAM),AHMEDABAD",GEN,GUJCET Based,Autonomous,8642,32074,AHMEDABAD
ELECTRICAL ENGINEERING,"INSTITUTE OF INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND MANAGEMENT(IITRAM),AHMEDABAD",SC,GUJCET Based,Autonomous,36996,36996,AHMEDABAD
MECHANICAL ENGINEERING,"INSTITUTE OF INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND MANAGEMENT(IITRAM),AHMEDABAD",EWS,GUJCET Based,Autonomous,20675,25938,AHMEDABAD
MECHANICAL ENGINEERING,"INSTITUTE OF INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND MANAGEMENT(IITRAM),AHMEDABAD",GEN,GUJCET Based,Autonomous,12516,20299,AHMEDABAD
MECHANICAL ENGINEERING,"INSTITUTE OF INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND MANAGEMENT(IITRAM),AHMEDABAD",SEBC,GUJCET Based,Autonomous,27336,38559,AHMEDABAD
ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,518,545,AHMEDABAD
"ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,231,507,AHMEDABAD
"ARTIFICIAL
INTELLIGENCE(AI) AND MACHINE LEARNING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SC,GUJCET Based,Self-Finance,4657,4657,AHMEDABAD
ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,1350,1364,AHMEDABAD
CHEMICAL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,5827,5827,AHMEDABAD
CHEMICAL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SC,GUJCET Based,Self-Finance,21763,28142,AHMEDABAD
CHEMICAL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,9512,11875,AHMEDABAD
CIVIL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,15150,20153,AHMEDABAD
CIVIL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,8338,10642,AHMEDABAD
CIVIL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SC,GUJCET Based,Self-Finance,24927,27585,AHMEDABAD
CIVIL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,21023,23928,AHMEDABAD
CIVIL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ST,GUJCET Based,Self-Finance,39787,39787,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,363,391,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,292,302,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SC,GUJCET Based,Self-Finance,3399,4021,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,527,839,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ST,GUJCET Based,Self-Finance,4221,23814,AHMEDABAD
ELECTRICAL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,8696,11105,AHMEDABAD
ELECTRICAL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,6040,7577,AHMEDABAD
ELECTRICAL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SC,GUJCET Based,Self-Finance,22845,24483,AHMEDABAD
ELECTRICAL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,8884,13812,AHMEDABAD
"ELECTRONICS & COMMUNICATION
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,1487,1545,AHMEDABAD
"ELECTRONICS & COMMUNICATION
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,667,1127,AHMEDABAD
ELECTRONICS & COMMUNICATION ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,3473,4538,AHMEDABAD
"ELECTRONICS & INSTRUMENTATION
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,4839,6789,AHMEDABAD
ELECTRONICS & INSTRUMENTATION ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,2541,4029,AHMEDABAD
"ELECTRONICS & INSTRUMENTATION
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,8528,12576,AHMEDABAD
MECHANICAL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ESM,GUJCET Based,Self-Finance,21876,21876,AHMEDABAD
MECHANICAL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,7376,7376,AHMEDABAD
MECHANICAL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,3138,6141,AHMEDABAD
MECHANICAL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SC,GUJCET Based,Self-Finance,9966,13321,AHMEDABAD
MECHANICAL ENGINEERING,"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,10758,11715,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING,"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",GEN,GUJCET Based,Self-Finance,10344,39808,VADODARA
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE),"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",GEN,GUJCET Based,Self-Finance,20751,33851,VADODARA
"COMPUTER SCIENCE & ENGINEERING (CYBER
SECURITY)","ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",GEN,GUJCET Based,Self-Finance,27471,38704,VADODARA
INFORMATION TECHNOLOGY,"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",GEN,GUJCET Based,Self-Finance,13905,14893,VADODARA
MECHANICAL ENGINEERING,"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",GEN,GUJCET Based,Self-Finance,50472,50472,VADODARA
COMPUTER ENGINEERING (CLOUD TECH. & INFO.SEC.),"ITM VOCATIONAL UNIVERSITY, WAGHODIA, DIST: VADODARA",GEN,GUJCET Based,Self-Finance,29109,36174,VADODARA
COMPUTER ENGINEERING (DATA SCIENCE),"ITM VOCATIONAL UNIVERSITY, WAGHODIA, DIST: VADODARA",GEN,GUJCET Based,Self-Finance,11152,35636,VADODARA
"INFORMATION
TECHNOLOGY","JG UNIVERSITY - SCHOOL OF ENGINEERING,
AHMEDABAD",GEN,GUJCET Based,Self-Finance,20020,35184,AHMEDABAD
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"JG UNIVERSITY - SCHOOL OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Self-Finance,50419,50419,AHMEDABAD
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE - TFWS,"JG UNIVERSITY - SCHOOL OF ENGINEERING, AHMEDABAD",TFWs,GUJCET Based,Self-Finance,5305,5305,AHMEDABAD
"ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","JG UNIVERSITY - SCHOOL OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Self-Finance,18147,50165,AHMEDABAD
ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING - TFW,"JG UNIVERSITY - SCHOOL OF ENGINEERING, AHMEDABAD",TFWs,GUJCET Based,Self-Finance,14088,16749,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING,"JG UNIVERSITY - SCHOOL OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Self-Finance,14097,50360,AHMEDABAD
COMPUTER ENGINEERING,"K.J. INSTITUTE OF ENGG. AND TECH., SAVALI",GEN,GUJCET Based,Self-Finance,17706,28476,SAVALI
"INFORMATION
TECHNOLOGY","K.J. INSTITUTE OF ENGG. AND TECH., SAVALI",GEN,GUJCET Based,Self-Finance,35344,50421,SAVALI
COMPUTER ENGINEERING,"KANKESHWARI DEVI COLLEGE OF ENGINEERING,
JAMNAGAR",GEN,GUJCET Based,Self-Finance,28724,28724,JAMNAGAR
COMPUTER SCIENCE & ENGINEERING,"KRISHNA SCHOOL OF EMERGING TECHNOLOGY & APPLIED RESEARCH (FORMERLY KNOWN AS BABARIA INSTITUTE OF TECHNOLOGY) , VARNAMA, VADODARA",GEN,GUJCET Based,Self-Finance,20245,39481,VADODARA
COMPUTER ENGINEERING,"KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA,
VADODARA",GEN,GUJCET Based,Self-Finance,26494,50622,VADODARA
"COMPUTER ENGINEERING -
TFWS","KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA,
VADODARA",TFWs,GUJCET Based,Self-Finance,18268,18268,VADODARA
FOOD TECHNOLOGY,"KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA,
VADODARA",GEN,GUJCET Based,Self-Finance,35001,50028,VADODARA
FOOD TECHNOLOGY -TFW,"KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA,
VADODARA",TFWs,GUJCET Based,Self-Finance,14189,19919,VADODARA
COMPUTER ENGINEERING (ARTIFICIAL INTELLIGENCE),"KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA, VADODARA",GEN,GUJCET Based,Self-Finance,21223,21223,VADODARA
"COMPUTER SCIENCE & ENGINEERING (CYBER
SECURITY)","KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA, VADODARA",GEN,GUJCET Based,Self-Finance,39206,39206,VADODARA
ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,GUJCET Based,Govt / GIA,1675,1825,AHMEDABAD
"ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Govt / GIA,696,1356,AHMEDABAD
"ARTIFICIAL
INTELLIGENCE(AI) AND MACHINE LEARNING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SC,GUJCET Based,Govt / GIA,2676,9434,AHMEDABAD
"ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,GUJCET Based,Govt / GIA,2119,2143,AHMEDABAD
ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ST,GUJCET Based,Govt / GIA,22383,22383,AHMEDABAD
"ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,JEE Based,Govt / GIA,900720,900852,AHMEDABAD
ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,JEE Based,Govt / GIA,901535,901535,AHMEDABAD
"AUTOMOBILE
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,GUJCET Based,Govt / GIA,26088,34292,AHMEDABAD
AUTOMOBILE ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Govt / GIA,12585,25478,AHMEDABAD
"AUTOMOBILE
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SC,GUJCET Based,Govt / GIA,33877,37728,AHMEDABAD
"AUTOMOBILE
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,GUJCET Based,Govt / GIA,25991,38134,AHMEDABAD
"AUTOMOBILE
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ST,GUJCET Based,Govt / GIA,28772,28772,AHMEDABAD
"AUTOMOBILE
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,JEE Based,Govt / GIA,904079,904764,AHMEDABAD
"AUTOMOBILE
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SC,JEE Based,Govt / GIA,922716,922716,AHMEDABAD
"AUTOMOBILE
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,JEE Based,Govt / GIA,912845,912845,AHMEDABAD
AUTOMOBILE ENGINEERING - TFWS,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",TFWs,GUJCET Based,Govt / GIA,14526,14526,AHMEDABAD
BIOMEDICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,GUJCET Based,Govt / GIA,31433,32123,AHMEDABAD
BIOMEDICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Govt / GIA,8811,27448,AHMEDABAD
BIOMEDICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,GUJCET Based,Govt / GIA,38821,39713,AHMEDABAD
BIOMEDICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,JEE Based,Govt / GIA,911655,911655,AHMEDABAD
BIOMEDICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,JEE Based,Govt / GIA,903884,903884,AHMEDABAD
BIOMEDICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,JEE Based,Govt / GIA,917459,917459,AHMEDABAD
CHEMICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,GUJCET Based,Govt / GIA,4899,4899,AHMEDABAD
CHEMICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Govt / GIA,3861,4782,AHMEDABAD
CHEMICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,GUJCET Based,Govt / GIA,5672,5672,AHMEDABAD
CHEMICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,JEE Based,Govt / GIA,901859,901859,AHMEDABAD
"CHEMICAL ENGINEERING -
TFWS","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",TFWs,GUJCET Based,Govt / GIA,2585,2585,AHMEDABAD
CIVIL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,GUJCET Based,Govt / GIA,8216,9096,AHMEDABAD
CIVIL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Govt / GIA,2742,7254,AHMEDABAD
CIVIL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,GUJCET Based,Govt / GIA,11222,13266,AHMEDABAD
CIVIL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,JEE Based,Govt / GIA,902821,902821,AHMEDABAD
CIVIL ENGINEERING - TFWS,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",TFWs,GUJCET Based,Govt / GIA,3509,3509,AHMEDABAD
COMPUTER ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,GUJCET Based,Govt / GIA,735,775,AHMEDABAD
COMPUTER ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Govt / GIA,70,586,AHMEDABAD
COMPUTER ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SC,GUJCET Based,Govt / GIA,2783,2783,AHMEDABAD
COMPUTER ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,GUJCET Based,Govt / GIA,901,1050,AHMEDABAD
COMPUTER ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ST,GUJCET Based,Govt / GIA,17142,17142,AHMEDABAD
COMPUTER ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,JEE Based,Govt / GIA,900714,900714,AHMEDABAD
COMPUTER ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,JEE Based,Govt / GIA,900216,900646,AHMEDABAD
COMPUTER ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SC,JEE Based,Govt / GIA,902967,902967,AHMEDABAD
COMPUTER ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,JEE Based,Govt / GIA,900658,900747,AHMEDABAD
ELECTRICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ESM,GUJCET Based,Govt / GIA,25116,25116,AHMEDABAD
ELECTRICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,GUJCET Based,Govt / GIA,7057,9397,AHMEDABAD
ELECTRICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Govt / GIA,5452,6755,AHMEDABAD
ELECTRICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SC,GUJCET Based,Govt / GIA,14632,21824,AHMEDABAD
ELECTRICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,GUJCET Based,Govt / GIA,8825,9300,AHMEDABAD
ELECTRICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,JEE Based,Govt / GIA,901503,901549,AHMEDABAD
ELECTRICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,JEE Based,Govt / GIA,903021,903224,AHMEDABAD
"ELECTRONICS & COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ESM,GUJCET Based,Govt / GIA,6472,6472,AHMEDABAD
"ELECTRONICS & COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,GUJCET Based,Govt / GIA,2850,3536,AHMEDABAD
"ELECTRONICS & COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Govt / GIA,2076,2705,AHMEDABAD
"ELECTRONICS &
COMMUNICATION ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SC,GUJCET Based,Govt / GIA,8650,8650,AHMEDABAD
ELECTRONICS & COMMUNICATION ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,GUJCET Based,Govt / GIA,2889,5585,AHMEDABAD
"ELECTRONICS & COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,JEE Based,Govt / GIA,901606,901606,AHMEDABAD
"ELECTRONICS &
COMMUNICATION ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,JEE Based,Govt / GIA,901178,901228,AHMEDABAD
"ELECTRONICS & COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SC,JEE Based,Govt / GIA,908830,908830,AHMEDABAD
ELECTRONICS & COMMUNICATION ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,JEE Based,Govt / GIA,901480,901480,AHMEDABAD
ELECTRONICS & COMMUNICATION ENGINEERING - TFWS,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",TFWs,GUJCET Based,Govt / GIA,1581,1581,AHMEDABAD
"ENVIRONMENTAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,GUJCET Based,Govt / GIA,21266,24781,AHMEDABAD
"ENVIRONMENTAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Govt / GIA,2599,19536,AHMEDABAD
"ENVIRONMENTAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,GUJCET Based,Govt / GIA,23222,23222,AHMEDABAD
"ENVIRONMENTAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ST,GUJCET Based,Govt / GIA,25335,25335,AHMEDABAD
ENVIRONMENTAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,JEE Based,Govt / GIA,908103,908103,AHMEDABAD
"ENVIRONMENTAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,JEE Based,Govt / GIA,902748,902748,AHMEDABAD
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,GUJCET Based,Govt / GIA,1184,1404,AHMEDABAD
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Govt / GIA,956,1073,AHMEDABAD
INFORMATION TECHNOLOGY,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SC,GUJCET Based,Govt / GIA,5922,5922,AHMEDABAD
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,GUJCET Based,Govt / GIA,1260,1708,AHMEDABAD
INFORMATION TECHNOLOGY,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ST,GUJCET Based,Govt / GIA,17249,17249,AHMEDABAD
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,JEE Based,Govt / GIA,900949,900949,AHMEDABAD
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,JEE Based,Govt / GIA,900307,900307,AHMEDABAD
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,JEE Based,Govt / GIA,901411,901411,AHMEDABAD
"INFORMATION
TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ST,JEE Based,Govt / GIA,912047,912047,AHMEDABAD
INFORMATION TECHNOLOGY - TFWS,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",TFWs,GUJCET Based,Govt / GIA,731,731,AHMEDABAD
"INSTRUMENTATION &
CONTROL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,GUJCET Based,Govt / GIA,11281,11988,AHMEDABAD
"INSTRUMENTATION &
CONTROL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Govt / GIA,2820,10377,AHMEDABAD
INSTRUMENTATION & CONTROL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SC,GUJCET Based,Govt / GIA,22260,27910,AHMEDABAD
"INSTRUMENTATION &
CONTROL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,GUJCET Based,Govt / GIA,10640,10640,AHMEDABAD
INSTRUMENTATION & CONTROL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,JEE Based,Govt / GIA,901740,901826,AHMEDABAD
"INSTRUMENTATION &
CONTROL ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SC,JEE Based,Govt / GIA,916485,916485,AHMEDABAD
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,GUJCET Based,Govt / GIA,6142,6142,AHMEDABAD
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,GUJCET Based,Govt / GIA,3406,4933,AHMEDABAD
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SC,GUJCET Based,Govt / GIA,16365,21903,AHMEDABAD
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",SEBC,GUJCET Based,Govt / GIA,8630,8630,AHMEDABAD
MECHANICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ST,GUJCET Based,Govt / GIA,19484,19484,AHMEDABAD
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD",EWS,JEE Based,Govt / GIA,903153,903153,AHMEDABAD
MECHANICAL ENGINEERING,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",GEN,JEE Based,Govt / GIA,901462,901758,AHMEDABAD
